images,institutionCode,sex,preparations,eventDate,year,month,day,country,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificName,infraspecificEpithet
,ANWC,male,skin,14/04/2012,2012,4,14,Australia,New South Wales,-35.3854,149.3916,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,29/04/1960,1960,4,29,Australia,Queensland,-27.366667,153.016667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Female,Skin | Dry,16/04/2003,2003,4,16,Australia,Victoria,-38.45,145.23,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QVMAG,,skin,22/04/1969,1969,4,22,Australia,Tasmania,-41.28332,146.93333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,4/04/2002,2002,4,4,Australia,Victoria,-37.82,145.13,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Male,Skin,8/04/1936,1936,4,8,Australia,South Australia,-34.9333,138.6,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Spirit preserved,9/04/1985,1985,4,9,Australia,South Australia,-34.9,135.7833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,"skin, short skeleton",10/04/1985,1985,4,10,Australia,Tasmania,-41.25,147.21665,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,"Skin
Wing(s)",17/04/1974,1974,4,17,Australia,Queensland,-27.233333,153.4,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,14/04/2017,2017,4,14,Australia,New South Wales,-33.917,151.23538,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,15/04/1917,1917,4,15,Australia,New South Wales,-32.05,149.25,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,14/04/2000,2000,4,14,Australia,New South Wales,-34.85,150.6,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,6/04/1977,1977,4,6,Australia,South Australia,-37.1167,140.7,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,14/04/2017,2017,4,14,Australia,New South Wales,-33.917,151.23538,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,1898-09-18,1898,9,18,Australia,New South Wales,-33.47,150.15,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,SAMA,,Egg clutch,1898-09-13,1898,9,13,Australia,Victoria,-37.9167,144.6667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,5/09/1907,1907,9,5,Australia,Queensland,-27.266667,152.933333,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""d43ae096-56f9-419f-8b46-dc0faffc6c00""]",NMV,,Egg | Dry,29/09/1910,1910,9,29,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,SAMA,Male,Skin,10/09/1913,1913,9,10,Australia,Northern Territory,-11.62,130.33,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,ANWC,Not applicable,shell,4/09/1904,1904,9,4,Australia,New South Wales,-31.5,141.75,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,MAGNT,,skin,26/09/1969,1969,9,26,Australia,Northern Territory,-13.1,132.933,,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,SAMA,,Egg clutch,11/09/1954,1954,9,11,Australia,South Australia,-35.25,139.4667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,6/09/1932,1932,9,6,Australia,Queensland,-12.47,142.6,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,ANWC,Not applicable,shell,26/09/1943,1943,9,26,Australia,South Australia,-37.4333,140.1,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""87c67b04-9aea-49d8-97d5-e69ce3a76f99""]",NMV,,Egg | Dry,30/09/1973,1973,9,30,Australia,Victoria,-34.77,142.27,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,20/09/1996,1996,9,20,Australia,New South Wales,-32.35,151.75,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,27/09/1946,1946,9,27,Australia,New South Wales,-30.3833,152.7333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,QVMAG,,skin,19/09/1960,1960,9,19,Australia,Tasmania,-40.98333,145.71665,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,Female,Skin,1896-09-28,1896,9,28,Australia,Northern Territory,-13.8167,131.8333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,3/09/1991,1991,9,3,Australia,Tasmania,-41.45,147.1667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,26/09/1983,1983,9,26,Christmas Island,,-10.4167,105.675,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,29/09/1934,1934,9,29,Australia,Victoria,-37.95,144.3667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,1893-09-15,1893,9,15,Australia,Queensland,-23.866,149.566,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,,Egg | Dry,24/09/1905,1905,9,24,Australia,Queensland,,,,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,SAMA,Female,Skin,1898-09-01,1898,9,,Australia,South Australia,-30.4833,138.4167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,Male,,,1866,9,,Australia,New South Wales,,,,,Erythrotriorchis radiatus,
,QVMAG,,skin,15/09/1977,1977,9,15,Australia,Tasmania,-41.33332,148.23333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,30/09/1929,1929,9,30,Australia,Victoria,-37.8333,144.1833,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
"[""b688e88e-51ce-4a24-81c1-73d2c3887811""]",NMV,,Egg | Dry,7/09/1921,1921,9,7,Australia,Western Australia,-31,124.83,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""e85656c8-40af-42cc-b594-9984ffec521a""]",NMV,,Egg | Dry,24/09/1951,1951,9,24,Australia,South Australia,-32.4,137.23,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,26/09/1969,1969,9,26,Australia,South Australia,-35.3,140.6667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,17/09/1989,1989,9,17,Australia,Queensland,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,dry,10/09/1973,1973,9,10,Australia,New South Wales,-31.25,151.96665,EPSG:4326,Accipiter    novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,14/09/1964,1964,9,14,Papua New Guinea,,-6.7667,155.5667,EPSG:4326,Accipiter hiogaster bougainvillei,Accipiter (Leucospiza) hiogaster,bougainvillei
,QVMAG,,skin,7/09/1984,1984,9,7,Australia,Tasmania,-41.56665,146.4,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Male,Skin | Dry,26/09/1913,1913,9,26,Australia,Northern Territory,-16.67,135.85,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,AM,,,10/09/2011,2011,9,10,Australia,New South Wales,-31.10936,151.0051,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,18/09/1962,1962,9,18,Papua New Guinea,,,,,Accipiter poliocephalus,Accipiter,
,ANWC,female,skin; wing,9/09/2019,2019,9,9,Australia,Western Australia,-15.70907,126.21741,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,10/09/2011,2011,9,10,Australia,New South Wales,-31.10936,151.0051,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,11/09/1964,1964,9,11,Papua New Guinea,,-6.7667,155.5667,EPSG:4326,Accipiter hiogaster bougainvillei,Accipiter (Leucospiza) hiogaster,bougainvillei
,ANWC,Not applicable,shell,27/09/1946,1946,9,27,Australia,New South Wales,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Egg clutch,1897-09-15,1897,9,15,Australia,Western Australia,-17.4167,127.0833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,20/09/1958,1958,9,20,Australia,South Australia,-35.2833,139.5667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,22/09/1951,1951,9,22,Australia,South Australia,-35.25,139.45,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,1893-09-08,1893,9,8,Australia,New South Wales,-33.666,145.033,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,14/09/2014,2014,9,14,Australia,Western Australia,-15.47786,128.12727,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,12/09/1919,1919,9,12,Australia,New South Wales,-35.75,150.166,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,SAMA,,Egg clutch,15/09/1983,1983,9,15,Australia,South Australia,-32.1667,135.0667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""c160985d-5a00-4620-95a0-91b58196c4db""]",NMV,,Egg | Dry,22/09/1951,1951,9,22,Australia,New South Wales,-30.38,152.58,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Female,Skin | Dry,30/09/1918,1918,9,30,Australia,Victoria,-35.17,141.68,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,1884-09-18,1884,9,18,Australia,New South Wales,-33.25,144.566,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,Not applicable,shell,20/09/1943,1943,9,20,Australia,South Australia,-37.5833,140.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,MAGNT,,skin,6/09/1986,1986,9,6,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,27/09/1926,1926,9,27,Australia,Victoria,-37.75,144.1667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,"NSW Dept of Planning, Industry and Environment",,,,1866,9,,Australia,New South Wales,-29.6,152.9,EPSG:4326,,Erythrotriorchis radiatus,
,SAMA,Male,Skin,26/09/1927,1927,9,26,Australia,New South Wales,-31.97,141.45,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,20/09/1952,1952,9,20,Australia,Victoria,-37.22,148.27,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QVMAG,,dry,26/09/1943,1943,9,26,Australia,South Australia,-37.58332,140.35,EPSG:4326,Accipiter  fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,QM,,Spirit,1/09/1976,1976,9,1,Australia,Queensland,-28.533333,142.95,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,23/09/1967,1967,9,23,Australia,South Australia,-35.5114,138.5347,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,25/09/1957,1957,9,25,Australia,South Australia,-33.1333,135.55,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,1/09/1991,1991,9,1,Australia,New South Wales,-34.8167,150.6167,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,12/09/2010,2010,9,12,Australia,New South Wales,-34.5417,150.4875,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,,1992,9,,Australia,Tasmania,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,AM,,,1895-09-10,1895,9,10,Australia,Northern Territory,-24.3,132.683,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,Not applicable,shell,1883-09-25,1883,9,25,Australia,New South Wales,-32.45,148.5333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,22/09/1934,1934,9,22,Australia,Victoria,-37.95,144.3667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,MAGNT,,skeleton,,1997,9,,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,,Spirit,14/09/1977,1977,9,14,Australia,Queensland,-17.8,144.4,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,female,skin,27/09/1962,1962,9,27,Papua New Guinea,,-9.5833,147.5,EPSG:4326,Accipiter poliocephalus,Accipiter,
,QVMAG,,skeleton,10/09/1991,1991,9,10,Australia,Tasmania,-40.85,145.11666,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Male,Skin | Dry,18/09/1919,1919,9,18,Australia,Northern Territory,-12.12,130.4,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,SAMA,Male,skeleton,17/09/1997,1997,9,17,Australia,South Australia,-34.7167,138.7667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,,1988,9,,Australia,Tasmania,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Skin | Dry,14/09/1921,1921,9,14,Australia,Western Australia,-31,124.83,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,12/09/1951,1951,9,12,Australia,South Australia,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,28/09/1957,1957,9,28,Australia,South Australia,-35.5,138.5,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,2/09/1985,1985,9,2,Australia,South Australia,-32.4333,138.5333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,30/09/1952,1952,9,30,Australia,South Australia,-35.3,139.55,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,17/09/1962,1962,9,17,Papua New Guinea,,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,15/09/1935,1935,9,15,Australia,South Australia,-36.0667,139.5667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,9/09/1976,1976,9,9,Australia,Queensland,-27.3,151.5,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,8/09/1905,1905,9,8,Australia,Victoria,-38.17,144.35,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,28/09/1929,1929,9,28,Australia,Western Australia,-30.15,115.033,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,28/09/1964,1964,9,28,Papua New Guinea,,-6.7167,155.7,EPSG:4326,Accipiter albogularis,Accipiter,
"[""7cae3720-a2f3-4bdc-a086-6277ec83a869""]",NMV,,Egg | Dry,26/09/1907,1907,9,26,Australia,Western Australia,-29.2,115.43,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,18/09/1971,1971,9,18,Australia,Victoria,-35.2333,141.3833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,21/09/1953,1953,9,21,Australia,Queensland,-27.45,153,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Male,Skin,24/09/1958,1958,9,24,Australia,Queensland,-27.466667,152.966667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,11/09/1908,1908,9,11,Australia,Victoria,-37.0833,142.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,23/09/1947,1947,9,23,Australia,New South Wales,-30.3667,152.55,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,"skin, short skeleton",7/09/1983,1983,9,7,Australia,Tasmania,-40.93332,144.85,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Egg clutch,18/09/1956,1956,9,18,Australia,South Australia,-32.4,137.2333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,11/09/1964,1964,9,11,Papua New Guinea,,-6.7667,155.5667,EPSG:4326,Accipiter hiogaster bougainvillei,Accipiter (Leucospiza) hiogaster,bougainvillei
,AM,,,14/09/1913,1913,9,14,Australia,Northern Territory,-16.066,136.3,EPSG:4326,"Erythrotriorchis radiatus (Latham, 1801)",Erythrotriorchis radiatus,
,NMV,Unknown,Skin | Dry,4/09/1992,1992,9,4,Australia,Northern Territory,-16.77,135.73,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,ANWC,Not applicable,shell,27/09/1926,1926,9,27,Australia,Victoria,-37.75,144.1667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,6/09/1967,1967,9,6,Australia,South Australia,-36.1122,139.9572,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,23/09/1970,1970,9,23,Australia,Tasmania,-41.4375,147.10416,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,QM,Male,Skin,1/09/1953,1953,9,1,Australia,Queensland,-27.466667,152.966667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Unknown,Skin | Dry,1883-09-13,1883,9,13,Australia,Tasmania,-40.77,145.3,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,14/09/1921,1921,9,14,Australia,Western Australia,-31,124.816,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,MAGNT,,skin,22/09/1985,1985,9,22,Australia,Northern Territory,-14.5,134.567,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""413741e3-c499-41af-9e3d-570c39b7b91b""]",NMV,,Egg | Dry,27/09/1923,1923,9,27,Australia,Northern Territory,-24.03,132.67,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""77c1dbb5-5552-47dd-b7ef-d08f9299f206""]",NMV,,Egg | Dry,1898-09-16,1898,9,16,Australia,Queensland,-23.52,148.15,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,ANWC,male,skin,18/09/1964,1964,9,18,Papua New Guinea,,-6.7667,155.5667,EPSG:4326,Accipiter albogularis,Accipiter,
,SAMA,,Egg clutch,1898-09-23,1898,9,23,Australia,South Australia,-33.1,138.3,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,1896-09-28,1896,9,28,Australia,Northern Territory,-13.8167,131.8333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Wing | Dry,,1947,9,,Australia,Victoria,-37.87,144.25,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,20/09/1923,1923,9,20,Australia,Northern Territory,-24.05,132.75,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,1884-09-18,1884,9,18,Australia,New South Wales,-33.25,144.566,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,Not applicable,shell,22/09/1934,1934,9,22,Australia,Victoria,-37.95,144.3667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""fb1056f4-d69e-44d3-b384-cc9a5a5694bc""]",NMV,,Egg | Dry,4/09/1914,1914,9,4,Australia,Queensland,-24.13,149.58,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,ANWC,Not applicable,shell,12/09/1913,1913,9,12,Australia,Northern Territory,-16.0833,136.3167,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,SAMA,,Egg clutch,23/09/1925,1925,9,23,Australia,South Australia,-33.1333,136.4167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,1898-09-07,1898,9,7,Australia,Queensland,-23.7,149.666,EPSG:4326,"Erythrotriorchis radiatus (Latham, 1801)",Erythrotriorchis radiatus,
,SAMA,Female,Skeleton,28/09/1993,1993,9,28,Australia,South Australia,-34.7,138.9667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,26/09/1980,1980,9,26,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,28/09/1927,1927,9,28,Australia,New South Wales,-31.97,141.45,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,16/09/1947,1947,9,16,Australia,New South Wales,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,Female,Skin,13/09/1927,1927,9,13,Australia,New South Wales,-31.97,141.45,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,24/09/1932,1932,9,24,Australia,Victoria,-37.95,144.3667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
